row_id,row_kind,chain,source_run_id,token,pool,protocol,symbol,target_mechanism,label_block,as_of_block,blocks_before_removal,prediction_horizon_blocks,target_removal_within_horizon,observed_until_block,control_reason,trading_enabled_block,pool_created_block,token_created_block,blocks_since_trading_enabled_as_of,blocks_since_pool_created_as_of,blocks_since_token_created_as_of,creator_address,current_owner,ownership_renounced_current,current_owner_is_zero_address,current_owner_is_creator,token_total_supply_scaled,liquidity_eth_as_of,price_ratio_to_initial_as_of,max_liquidity_eth_before_as_of,liquidity_drawdown_from_peak_as_of,buy_tax_current,sell_tax_current,tax_bucket_current,lp_approval_count_as_of,lp_first_approval_block_as_of,lp_last_approval_block_as_of,lp_last_approval_owner_as_of,lp_last_approval_spender_as_of,lp_last_approval_is_router_as_of,lp_last_approval_owner_is_creator_as_of,lp_last_approval_owner_is_current_owner_as_of,blocks_first_lp_approval_to_as_of,blocks_last_lp_approval_to_as_of,blocks_last_lp_approval_to_removal,lp_approved_holder_count_as_of,lp_approved_spender_count_as_of,lp_router_approval_seen_as_of,lp_max_approval_amount_as_of,lp_approval_feature_scope,activity_blocks_to_as_of,tx_count_to_as_of,token_transfer_count_to_as_of,denom_transfer_count_to_as_of,buy_volume_eth_to_as_of,sell_volume_eth_to_as_of,bribe_eth_to_as_of,first_activity_block_to_as_of,last_activity_block_to_as_of,blocks_since_last_activity_as_of,activity_density_to_as_of,tx_per_active_block_to_as_of,net_buy_volume_eth_to_as_of,buy_sell_volume_ratio_to_as_of,denom_token_transfer_ratio_to_as_of,active_blocks_last_10_as_of,tx_count_last_10_as_of,active_blocks_last_50_as_of,tx_count_last_50_as_of,active_blocks_last_100_as_of,tx_count_last_100_as_of,active_density_last_10_as_of,active_density_last_50_as_of,active_density_last_100_as_of,tx_share_last_10_to_total_as_of,tx_share_last_50_to_total_as_of,tx_share_last_100_to_total_as_of,network_address_count_current,network_node_count_current,network_edge_count_current,network_feature_scope,activity_feature_scope
directlp-window-06260,positive,ethereum,run-2,0x698a2988833632d9cddf0baa3cffaf247434c9d3,0x0572ed462a70991288a79e66de584ba0c5c2f934,UNISWAP-V2,$WNA,direct_lp_liquidity_removal,25048065,25048064,1,1,true,25048065,,25048047,25048047,25048045,17,17,19,0x56ceb631076e2e08bf6be7e104c5ab6e8fe655f2,,false,,,1.7e+10,1.28756281,1.654983841,1.38601183,0.07103043253,0,0,no_tax,1,25048048,25048048,0x56ceb631076e2e08bf6be7e104c5ab6e8fe655f2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,16,16,17,1,1,false,130384.0481,available_approval_events_filtered_to_as_of_block,14,15,11,10,0.49524,0.2076771896,0,25048045,25048064,0,0.7,1.071428571,0.2875628104,2.38466247,0.9090909091,5,6,14,15,14,15,0.5,0.28,0.14,0.4,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06261,positive,ethereum,run-2,0x698a2988833632d9cddf0baa3cffaf247434c9d3,0x0572ed462a70991288a79e66de584ba0c5c2f934,UNISWAP-V2,$WNA,direct_lp_liquidity_removal,25048065,25048055,10,10,true,25048065,,25048047,25048047,25048045,8,8,10,0x56ceb631076e2e08bf6be7e104c5ab6e8fe655f2,,false,,,1.7e+10,1.07871183,1.162716405,1.18794,0.09194754773,0,0,no_tax,1,25048048,25048048,0x56ceb631076e2e08bf6be7e104c5ab6e8fe655f2,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,7,7,17,1,1,false,130384.0481,available_approval_events_filtered_to_as_of_block,10,10,7,6,0.18794,0.1092281699,0,25048045,25048055,0,0.9090909091,1,0.07871183015,1.720618411,0.8571428571,9,9,10,10,10,10,0.9,0.2,0.1,0.9,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06262,positive,ethereum,run-2,0x23387e440b83d03e5c289602864fd7257009e023,0xa47b97df9fdef5c7564723bb21d1c2abc56de520,UNISWAP-V2,💎VUG,direct_lp_liquidity_removal,25048149,25048148,1,1,true,25048149,,25048045,25048045,25048024,103,103,124,0x242671f5ec04ce52cce3eb292d9a40db2e0e8e0d,,false,,,40000000,2.070085461,4.274667088,2.085990336,0.007624615794,0,0,no_tax,1,25048046,25048046,0x242671f5ec04ce52cce3eb292d9a40db2e0e8e0d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,102,102,103,1,1,false,6324.55532,available_approval_events_filtered_to_as_of_block,28,28,24,23,1.17114,0.1010545385,0,25048024,25048114,34,0.224,1,1.070085461,11.58918755,0.9583333333,0,0,7,7,22,22,0,0.14,0.22,0,0.25,0.7857142857,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06263,positive,ethereum,run-2,0x23387e440b83d03e5c289602864fd7257009e023,0xa47b97df9fdef5c7564723bb21d1c2abc56de520,UNISWAP-V2,💎VUG,direct_lp_liquidity_removal,25048149,25048139,10,10,true,25048149,,25048045,25048045,25048024,94,94,115,0x242671f5ec04ce52cce3eb292d9a40db2e0e8e0d,,false,,,40000000,2.070085461,4.274667088,2.085990336,0.007624615794,0,0,no_tax,1,25048046,25048046,0x242671f5ec04ce52cce3eb292d9a40db2e0e8e0d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,93,93,103,1,1,false,6324.55532,available_approval_events_filtered_to_as_of_block,28,28,24,23,1.17114,0.1010545385,0,25048024,25048114,25,0.2413793103,1,1.070085461,11.58918755,0.9583333333,0,0,8,8,27,27,0,0.16,0.27,0,0.2857142857,0.9642857143,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06264,positive,ethereum,run-2,0x23387e440b83d03e5c289602864fd7257009e023,0xa47b97df9fdef5c7564723bb21d1c2abc56de520,UNISWAP-V2,💎VUG,direct_lp_liquidity_removal,25048149,25048099,50,50,true,25048149,,25048045,25048045,25048024,54,54,75,0x242671f5ec04ce52cce3eb292d9a40db2e0e8e0d,,false,,,40000000,1.810970336,3.272928059,1.810970336,0,0,0,no_tax,1,25048046,25048046,0x242671f5ec04ce52cce3eb292d9a40db2e0e8e0d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,53,53,103,1,1,false,6324.55532,available_approval_events_filtered_to_as_of_block,22,22,19,18,0.89612,0.08514966368,0,25048024,25048099,0,0.2894736842,1,0.8109703363,10.52405801,0.9473684211,2,2,16,16,22,22,0.2,0.32,0.22,0.09090909091,0.7272727273,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06265,positive,ethereum,run-2,0x23387e440b83d03e5c289602864fd7257009e023,0xa47b97df9fdef5c7564723bb21d1c2abc56de520,UNISWAP-V2,💎VUG,direct_lp_liquidity_removal,25048149,25048049,100,100,true,25048149,,25048045,25048045,25048024,4,4,25,0x242671f5ec04ce52cce3eb292d9a40db2e0e8e0d,,false,,,40000000,1.1845,1.402371737,1.1845,0,0,0,no_tax,1,25048046,25048046,0x242671f5ec04ce52cce3eb292d9a40db2e0e8e0d,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,3,3,103,1,1,false,6324.55532,available_approval_events_filtered_to_as_of_block,6,6,4,3,0.1845,0,0,25048024,25048048,1,0.2307692308,1,0.1845,,0.75,5,5,6,6,6,6,0.5,0.12,0.06,0.8333333333,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06266,positive,ethereum,run-2,0x9a2b553167d54c235226a475a508ac26938ae30d,0x331ba8a12cae379759137d982fe9baf04ef1b586,UNISWAP-V2,🐸$GLF,direct_lp_liquidity_removal,25048162,25048161,1,1,true,25048162,,25048080,25048080,25048077,81,81,84,0x69b6b769d27c2ff3ee4ba589cd78059874ec69a9,,false,,,8.5e+10,2.291743019,5.238205367,2.379996493,0.03708134597,0,0,no_tax,1,25048081,25048081,0x69b6b769d27c2ff3ee4ba589cd78059874ec69a9,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,80,80,81,1,1,false,291547.5947,available_approval_events_filtered_to_as_of_block,26,27,23,22,1.38123,0.08948698081,0,25048077,25048134,27,0.3058823529,1.038461538,1.291743019,15.43498269,0.9565217391,0,0,10,10,26,27,0,0.2,0.26,0,0.3703703704,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06267,positive,ethereum,run-2,0x9a2b553167d54c235226a475a508ac26938ae30d,0x331ba8a12cae379759137d982fe9baf04ef1b586,UNISWAP-V2,🐸$GLF,direct_lp_liquidity_removal,25048162,25048152,10,10,true,25048162,,25048080,25048080,25048077,72,72,75,0x69b6b769d27c2ff3ee4ba589cd78059874ec69a9,,false,,,8.5e+10,2.291743019,5.238205367,2.379996493,0.03708134597,0,0,no_tax,1,25048081,25048081,0x69b6b769d27c2ff3ee4ba589cd78059874ec69a9,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,71,71,81,1,1,false,291547.5947,available_approval_events_filtered_to_as_of_block,26,27,23,22,1.38123,0.08948698081,0,25048077,25048134,18,0.3421052632,1.038461538,1.291743019,15.43498269,0.9565217391,0,0,14,14,26,27,0,0.28,0.26,0,0.5185185185,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06268,positive,ethereum,run-2,0x9a2b553167d54c235226a475a508ac26938ae30d,0x331ba8a12cae379759137d982fe9baf04ef1b586,UNISWAP-V2,🐸$GLF,direct_lp_liquidity_removal,25048162,25048112,50,50,true,25048162,,25048080,25048080,25048077,32,32,35,0x69b6b769d27c2ff3ee4ba589cd78059874ec69a9,,false,,,8.5e+10,1.631496493,2.657974378,1.631496493,0,0,0,no_tax,1,25048081,25048081,0x69b6b769d27c2ff3ee4ba589cd78059874ec69a9,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,31,31,81,1,1,false,291547.5947,available_approval_events_filtered_to_as_of_block,16,17,14,13,0.63273,0.001233507465,0,25048077,25048110,2,0.4444444444,1.0625,0.6314964925,512.9519017,0.9285714286,4,4,16,17,16,17,0.4,0.32,0.16,0.2352941176,1,1,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06269,positive,ethereum,run-2,0xd082e3c9f1359c2ea8325a115f17bd3f72329d11,0xd22ae70ec52d0ed239b54dec07148a392816b6c3,UNISWAP-V2,LEGEND,direct_lp_liquidity_removal,25048183,25048182,1,1,true,25048183,,25047417,25047417,25047415,765,765,767,0xbf654aa82b8f5825069b205e5ed7dfa2ad218860,,false,,,9.95e+14,2.90057994,6.932904694,2.908018208,0.002557847841,0,0,no_tax,1,25047418,25047418,0xbf654aa82b8f5825069b205e5ed7dfa2ad218860,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,764,764,765,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,38,38,34,33,1.8376,0.03702005981,0,25047415,25047582,600,0.04947916667,1,1.80057994,49.63795331,0.9705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06270,positive,ethereum,run-2,0xd082e3c9f1359c2ea8325a115f17bd3f72329d11,0xd22ae70ec52d0ed239b54dec07148a392816b6c3,UNISWAP-V2,LEGEND,direct_lp_liquidity_removal,25048183,25048173,10,10,true,25048183,,25047417,25047417,25047415,756,756,758,0xbf654aa82b8f5825069b205e5ed7dfa2ad218860,,false,,,9.95e+14,2.90057994,6.932904694,2.908018208,0.002557847841,0,0,no_tax,1,25047418,25047418,0xbf654aa82b8f5825069b205e5ed7dfa2ad218860,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,755,755,765,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,38,38,34,33,1.8376,0.03702005981,0,25047415,25047582,591,0.05006587615,1,1.80057994,49.63795331,0.9705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06271,positive,ethereum,run-2,0xd082e3c9f1359c2ea8325a115f17bd3f72329d11,0xd22ae70ec52d0ed239b54dec07148a392816b6c3,UNISWAP-V2,LEGEND,direct_lp_liquidity_removal,25048183,25048133,50,50,true,25048183,,25047417,25047417,25047415,716,716,718,0xbf654aa82b8f5825069b205e5ed7dfa2ad218860,,false,,,9.95e+14,2.90057994,6.932904694,2.908018208,0.002557847841,0,0,no_tax,1,25047418,25047418,0xbf654aa82b8f5825069b205e5ed7dfa2ad218860,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,715,715,765,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,38,38,34,33,1.8376,0.03702005981,0,25047415,25047582,551,0.0528511822,1,1.80057994,49.63795331,0.9705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06272,positive,ethereum,run-2,0xd082e3c9f1359c2ea8325a115f17bd3f72329d11,0xd22ae70ec52d0ed239b54dec07148a392816b6c3,UNISWAP-V2,LEGEND,direct_lp_liquidity_removal,25048183,25048083,100,100,true,25048183,,25047417,25047417,25047415,666,666,668,0xbf654aa82b8f5825069b205e5ed7dfa2ad218860,,false,,,9.95e+14,2.90057994,6.932904694,2.908018208,0.002557847841,0,0,no_tax,1,25047418,25047418,0xbf654aa82b8f5825069b205e5ed7dfa2ad218860,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,665,665,765,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,38,38,34,33,1.8376,0.03702005981,0,25047415,25047582,501,0.05680119581,1,1.80057994,49.63795331,0.9705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06273,positive,ethereum,run-2,0xd082e3c9f1359c2ea8325a115f17bd3f72329d11,0xd22ae70ec52d0ed239b54dec07148a392816b6c3,UNISWAP-V2,LEGEND,direct_lp_liquidity_removal,25048183,25047683,500,500,true,25048183,,25047417,25047417,25047415,266,266,268,0xbf654aa82b8f5825069b205e5ed7dfa2ad218860,,false,,,9.95e+14,2.90057994,6.932904694,2.908018208,0.002557847841,0,0,no_tax,1,25047418,25047418,0xbf654aa82b8f5825069b205e5ed7dfa2ad218860,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,265,265,765,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,38,38,34,33,1.8376,0.03702005981,0,25047415,25047582,101,0.1412639405,1,1.80057994,49.63795331,0.9705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06274,positive,ethereum,run-2,0xbea6e2b7f72bf8ea21c17d3f6d43d2f6cf092530,0xae31b7e16c9ac68598f8b702ff222691324f97c9,UNISWAP-V2,🦾$BOMM,direct_lp_liquidity_removal,25048532,25048531,1,1,true,25048532,,25046084,25046084,25046082,2447,2447,2449,0xbd3b1ae0012b91e998198bf6b23370c80ae9e55c,,false,,,1.96e+14,2.089878616,4.356276711,2.098690431,0.004198720655,0,0,no_tax,1,25046085,25046085,0xbd3b1ae0012b91e998198bf6b23370c80ae9e55c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,2446,2446,2447,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,28,29,25,24,1.201624,0.1117453836,0,25046082,25046135,2396,0.01142857143,1.035714286,1.089878616,10.75323169,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06275,positive,ethereum,run-2,0xbea6e2b7f72bf8ea21c17d3f6d43d2f6cf092530,0xae31b7e16c9ac68598f8b702ff222691324f97c9,UNISWAP-V2,🦾$BOMM,direct_lp_liquidity_removal,25048532,25048522,10,10,true,25048532,,25046084,25046084,25046082,2438,2438,2440,0xbd3b1ae0012b91e998198bf6b23370c80ae9e55c,,false,,,1.96e+14,2.089878616,4.356276711,2.098690431,0.004198720655,0,0,no_tax,1,25046085,25046085,0xbd3b1ae0012b91e998198bf6b23370c80ae9e55c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,2437,2437,2447,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,28,29,25,24,1.201624,0.1117453836,0,25046082,25046135,2387,0.01147070873,1.035714286,1.089878616,10.75323169,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06276,positive,ethereum,run-2,0xbea6e2b7f72bf8ea21c17d3f6d43d2f6cf092530,0xae31b7e16c9ac68598f8b702ff222691324f97c9,UNISWAP-V2,🦾$BOMM,direct_lp_liquidity_removal,25048532,25048482,50,50,true,25048532,,25046084,25046084,25046082,2398,2398,2400,0xbd3b1ae0012b91e998198bf6b23370c80ae9e55c,,false,,,1.96e+14,2.089878616,4.356276711,2.098690431,0.004198720655,0,0,no_tax,1,25046085,25046085,0xbd3b1ae0012b91e998198bf6b23370c80ae9e55c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,2397,2397,2447,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,28,29,25,24,1.201624,0.1117453836,0,25046082,25046135,2347,0.01166180758,1.035714286,1.089878616,10.75323169,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06277,positive,ethereum,run-2,0xbea6e2b7f72bf8ea21c17d3f6d43d2f6cf092530,0xae31b7e16c9ac68598f8b702ff222691324f97c9,UNISWAP-V2,🦾$BOMM,direct_lp_liquidity_removal,25048532,25048432,100,100,true,25048532,,25046084,25046084,25046082,2348,2348,2350,0xbd3b1ae0012b91e998198bf6b23370c80ae9e55c,,false,,,1.96e+14,2.089878616,4.356276711,2.098690431,0.004198720655,0,0,no_tax,1,25046085,25046085,0xbd3b1ae0012b91e998198bf6b23370c80ae9e55c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,2347,2347,2447,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,28,29,25,24,1.201624,0.1117453836,0,25046082,25046135,2297,0.01190982561,1.035714286,1.089878616,10.75323169,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06278,positive,ethereum,run-2,0xbea6e2b7f72bf8ea21c17d3f6d43d2f6cf092530,0xae31b7e16c9ac68598f8b702ff222691324f97c9,UNISWAP-V2,🦾$BOMM,direct_lp_liquidity_removal,25048532,25048032,500,500,true,25048532,,25046084,25046084,25046082,1948,1948,1950,0xbd3b1ae0012b91e998198bf6b23370c80ae9e55c,,false,,,1.96e+14,2.089878616,4.356276711,2.098690431,0.004198720655,0,0,no_tax,1,25046085,25046085,0xbd3b1ae0012b91e998198bf6b23370c80ae9e55c,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,1947,1947,2447,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,28,29,25,24,1.201624,0.1117453836,0,25046082,25046135,1897,0.01435161456,1.035714286,1.089878616,10.75323169,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06279,positive,ethereum,run-2,0x6056c5b3303c57035d0bfb53f8751eed50245a64,0x3ba2f36c53b38f53ca8880e29754e72c34ee1eb2,UNISWAP-V2,🌙TWM,direct_lp_liquidity_removal,25048569,25048568,1,1,true,25048569,,25048174,25048174,25048172,394,394,396,0xfc21f3ba358e70f7020212c6a7a91ca8f493d140,,false,,,7.6e+10,1.782052201,3.169461327,1.86893,0.04648531461,0,0,no_tax,1,25048175,25048175,0xfc21f3ba358e70f7020212c6a7a91ca8f493d140,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,393,393,394,1,1,false,275680.975,available_approval_events_filtered_to_as_of_block,26,26,22,21,0.86893,0.08687779903,0,25048172,25048540,28,0.06549118388,1,0.782052201,10.0017497,0.9545454545,0,0,8,8,8,8,0,0.16,0.08,0,0.3076923077,0.3076923077,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06280,positive,ethereum,run-2,0x6056c5b3303c57035d0bfb53f8751eed50245a64,0x3ba2f36c53b38f53ca8880e29754e72c34ee1eb2,UNISWAP-V2,🌙TWM,direct_lp_liquidity_removal,25048569,25048559,10,10,true,25048569,,25048174,25048174,25048172,385,385,387,0xfc21f3ba358e70f7020212c6a7a91ca8f493d140,,false,,,7.6e+10,1.782052201,3.169461327,1.86893,0.04648531461,0,0,no_tax,1,25048175,25048175,0xfc21f3ba358e70f7020212c6a7a91ca8f493d140,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,384,384,394,1,1,false,275680.975,available_approval_events_filtered_to_as_of_block,26,26,22,21,0.86893,0.08687779903,0,25048172,25048540,19,0.06701030928,1,0.782052201,10.0017497,0.9545454545,0,0,8,8,8,8,0,0.16,0.08,0,0.3076923077,0.3076923077,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06281,positive,ethereum,run-2,0x6056c5b3303c57035d0bfb53f8751eed50245a64,0x3ba2f36c53b38f53ca8880e29754e72c34ee1eb2,UNISWAP-V2,🌙TWM,direct_lp_liquidity_removal,25048569,25048519,50,50,true,25048569,,25048174,25048174,25048172,345,345,347,0xfc21f3ba358e70f7020212c6a7a91ca8f493d140,,false,,,7.6e+10,1.68135,2.822654128,1.68135,0,0,0,no_tax,1,25048175,25048175,0xfc21f3ba358e70f7020212c6a7a91ca8f493d140,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,344,344,394,1,1,false,275680.975,available_approval_events_filtered_to_as_of_block,18,18,16,15,0.68135,0,0,25048172,25048206,313,0.05172413793,1,0.68135,,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06282,positive,ethereum,run-2,0x6056c5b3303c57035d0bfb53f8751eed50245a64,0x3ba2f36c53b38f53ca8880e29754e72c34ee1eb2,UNISWAP-V2,🌙TWM,direct_lp_liquidity_removal,25048569,25048469,100,100,true,25048569,,25048174,25048174,25048172,295,295,297,0xfc21f3ba358e70f7020212c6a7a91ca8f493d140,,false,,,7.6e+10,1.68135,2.822654128,1.68135,0,0,0,no_tax,1,25048175,25048175,0xfc21f3ba358e70f7020212c6a7a91ca8f493d140,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,294,294,394,1,1,false,275680.975,available_approval_events_filtered_to_as_of_block,18,18,16,15,0.68135,0,0,25048172,25048206,263,0.06040268456,1,0.68135,,0.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06283,positive,ethereum,run-2,0xa105747583e3056bf9244ccce82050257cf6e35e,0x579d0fcccad91a841daff5d2b78262328e1d5fda,UNISWAP-V2,ZEC,direct_lp_liquidity_removal,25048620,25048619,1,1,true,25048620,,25006474,25006474,25006465,42145,42145,42154,0x4f348ffde5cc5d8fc2e1b36047f66627a0a6b602,,false,,,1e+10,32248.56073,1.497548564,32248.56073,0,0,0,no_tax,1,25032224,25032224,0x4f348ffde5cc5d8fc2e1b36047f66627a0a6b602,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,16395,16395,16396,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,32,32,31,33,10133.96703,4010.966295,0,25006465,25041026,7593,0.0007591033092,1,6123.000734,2.526564993,1.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06284,positive,ethereum,run-2,0xa105747583e3056bf9244ccce82050257cf6e35e,0x579d0fcccad91a841daff5d2b78262328e1d5fda,UNISWAP-V2,ZEC,direct_lp_liquidity_removal,25048620,25048610,10,10,true,25048620,,25006474,25006474,25006465,42136,42136,42145,0x4f348ffde5cc5d8fc2e1b36047f66627a0a6b602,,false,,,1e+10,32248.56073,1.497548564,32248.56073,0,0,0,no_tax,1,25032224,25032224,0x4f348ffde5cc5d8fc2e1b36047f66627a0a6b602,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,16386,16386,16396,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,32,32,31,33,10133.96703,4010.966295,0,25006465,25041026,7584,0.0007592654107,1,6123.000734,2.526564993,1.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06285,positive,ethereum,run-2,0xa105747583e3056bf9244ccce82050257cf6e35e,0x579d0fcccad91a841daff5d2b78262328e1d5fda,UNISWAP-V2,ZEC,direct_lp_liquidity_removal,25048620,25048570,50,50,true,25048620,,25006474,25006474,25006465,42096,42096,42105,0x4f348ffde5cc5d8fc2e1b36047f66627a0a6b602,,false,,,1e+10,32248.56073,1.497548564,32248.56073,0,0,0,no_tax,1,25032224,25032224,0x4f348ffde5cc5d8fc2e1b36047f66627a0a6b602,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,16346,16346,16396,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,32,32,31,33,10133.96703,4010.966295,0,25006465,25041026,7544,0.0007599867002,1,6123.000734,2.526564993,1.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06286,positive,ethereum,run-2,0xa105747583e3056bf9244ccce82050257cf6e35e,0x579d0fcccad91a841daff5d2b78262328e1d5fda,UNISWAP-V2,ZEC,direct_lp_liquidity_removal,25048620,25048520,100,100,true,25048620,,25006474,25006474,25006465,42046,42046,42055,0x4f348ffde5cc5d8fc2e1b36047f66627a0a6b602,,false,,,1e+10,32248.56073,1.497548564,32248.56073,0,0,0,no_tax,1,25032224,25032224,0x4f348ffde5cc5d8fc2e1b36047f66627a0a6b602,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,16296,16296,16396,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,32,32,31,33,10133.96703,4010.966295,0,25006465,25041026,7494,0.0007608902416,1,6123.000734,2.526564993,1.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
directlp-window-06287,positive,ethereum,run-2,0xa105747583e3056bf9244ccce82050257cf6e35e,0x579d0fcccad91a841daff5d2b78262328e1d5fda,UNISWAP-V2,ZEC,direct_lp_liquidity_removal,25048620,25048120,500,500,true,25048620,,25006474,25006474,25006465,41646,41646,41655,0x4f348ffde5cc5d8fc2e1b36047f66627a0a6b602,,false,,,1e+10,32248.56073,1.497548564,32248.56073,0,0,0,no_tax,1,25032224,25032224,0x4f348ffde5cc5d8fc2e1b36047f66627a0a6b602,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,false,true,,15896,15896,16396,1,1,false,1.157920892e+59,available_approval_events_filtered_to_as_of_block,32,32,31,33,10133.96703,4010.966295,0,25006465,25041026,7094,0.0007681966583,1,6123.000734,2.526564993,1.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,current_token_detail_not_time_sliced,recent_block_activity_filtered_to_as_of_block
